|white_move_1|black_move_1|score
1098|e4|d5|0-1
1099|d4|g6|0-1
1100|d4|Nf6|0-1
1101|d4|d5|0-1
1102|d4|e6|0-1
1103|d4|c6|1-0
1104|e4|c5|1-0
1105|e4|c6|1-0
1106|e4|e5|0-1
1107|e4|e5|1-0
1108|d4|c6|1-0
1109|e4|e5|1-0
1110|c4|e5|1-0
1111|d4|d5|1-0
1112|e4|e6|0-1
1113|e4|e5|0-1
1114|d4|c5|0-1
1115|e4|Nf6|1-0
1116|e4|e5|1-0
1117|d4|e6|1-0
1118|e4|e6|0-1
1119|e4|e5|1-0
1120|e4|Nf6|0-1
1121|d4|Nf6|1/2-1/2
1122|e4|Nc6|0-1
1123|e4|b6|0-1
1124|e4|a6|1-0
1125|e4|c5|1-0
1126|e4|e6|1-0
1127|d4|d5|1-0
1128|e4|c5|0-1
1129|d4|Nc6|1-0
1130|e4|Nc6|1-0
1131|d4|d5|1-0
1132|d4|e6|0-1
1133|e4|c5|1-0
1134|c4|e6|0-1
1135|d4|d5|1-0
1136|e4|e6|1-0
1137|e3|b6|0-1
1138|d4|Nf6|0-1
1139|d4|e6|1-0
1140|c4|e5|0-1
1141|e4|b6|1-0
1142|e4|c6|0-1
1143|e3|g6|1-0
1144|d4|d5|0-1
1145|b3|e6|0-1
1146|g3|e6|0-1
1147|d4|g5|1-0
1148|c4|e6|0-1
1149|e4|e5|1-0
1150|e4|e5|1-0
1151|e4|d5|1-0
1152|d4|d5|1-0
1153|d4|d5|0-1
1154|e3|b6|1-0
1155|b3|e6|1-0
1156|d4|d5|0-1
1157|d4|d5|1-0
1158|e3|b6|1-0
1159|b4|Nf6|1-0
1160|g3|d6|1-0
1161|d4|d5|0-1
1162|g3|e6|1-0
1163|e4|c6|1-0
1164|d4|d5|1-0
1165|Nf3|d5|1-0
1166|d4|d6|1-0
1167|e4|c5|1-0
1168|e3|f5|1-0
1169|e4|e5|1-0
1170|e4|e5|1-0
1171|e4|c5|1-0
1172|e4|e5|1-0
1173|e4|c5|0-1
1174|e4|c5|0-1
1175|e3|e6|1-0
1176|e4|e5|0-1
1177|d3|e5|0-1
1178|e4|c5|0-1
1179|d4|d5|1-0
1180|e3|g6|1-0
1181|e4|e5|0-1
1182|e4|Nf6|1-0
1183|b3|d6|0-1
1184|e4|Nf6|0-1
1185|e4|g6|1-0
1186|c4|e6|1-0
1187|e4|c5|0-1
1188|e4|e5|0-1
1189|e4|d5|1-0
1190|c4|e5|0-1
1191|c4|e5|1-0
1192|e4|e5|0-1
1193|d4|c5|1-0
1194|e4|c5|0-1
1195|f4|d5|1-0
1196|e4|c5|1-0
1197|g3|e6|1-0
1198|e4|e5|0-1
1199|e4|d5|1-0
1200|d4|d5|1-0
1201|d4|g6|0-1
1202|e4|e5|1-0
1203|e4|e5|0-1
1204|c4|Nf6|1/2-1/2
1205|e4||1/2-1/2
1206|f4|d5|1-0
1207|e3|b6|1-0
1208|Nf3|d5|1-0
1209|d4|d5|0-1
1210|e4|e6|1-0
1211|g3|e6|0-1
1212|d4|d5|0-1
1213|b3|d5|0-1
1214|c4|e5|1-0
1215|e4|Nc6|0-1
1216|d4|d5|1-0
1217|c4|Nf6|0-1
1218|Nf3|d5|1-0
1219|b3|e6|0-1
1220|Nf3|c5|1-0
1221|c4|Nf6|1-0
1222|e4|e5|0-1
1223|e4|f6|1-0
1224|e4|c5|1-0
1225|e4|e6|1-0
1226|d4|b6|0-1
1227|e4|e6|1-0
1228|c4|d5|0-1
1229|e4|e5|1-0
1230|e4|e5|0-1
1231|Nc3|f5|1-0
1232|e4|e6|0-1
1233|e4|e5|1-0
1234|c4|Nf6|0-1
1235|e4|e5|0-1
1236|e4|c5|1-0
1237|e4|e5|0-1
1238|e4|Nc6|1-0
1239|d4|d5|1-0
1240|e4|c6|1-0
1241|d4|d5|0-1
1242|e4|Nc6|1-0
1243|e4|e6|1-0
1244|e4|e5|0-1
1245|e4|e5|1-0
1246|e4|e5|0-1
1247|c4|e5|1-0
1248|e4|c5|1-0
1249|d4|d5|0-1
1250|e4|c5|1-0
1251|d4|Nf6|1-0
1252|e4|e5|1-0
1253|e4|d5|0-1
1254|e4|e5|0-1
1255|d4|d5|0-1
1256|e4|c5|0-1
1257|e4|e5|1-0
1258|e4|c5|1-0
1259|d4|d5|1-0
1260|e4|d5|0-1
1261|e4|d5|0-1
1262|e4|e5|1-0
1263|c4|d5|1-0
1264|g3|e5|0-1
1265|e4|c5|0-1
1266|e4|d5|0-1
1267|e3|d5|0-1
1268|Nf3|d5|1-0
1269|d4|d5|1-0
1270|d3|d5|1-0
1271|d4|b6|0-1
1272|e4|e5|1-0
1273|e4|g6|0-1
1274|d3|d5|0-1
1275|e4|e5|0-1
1276|d4|h6|0-1
1277|c4|e6|1-0
1278|d4|d5|1-0
1279|d3|d5|1-0
1280|d3|e5|1-0
1281|d3|e5|1-0
1282|d4|Nf6|0-1
1283|d4|c6|1-0
1284|d4|d5|1-0
1285|d4|d6|1-0
1286|e4|e5|0-1
1287|d4|d5|1-0
1288|d3|d5|0-1
1289|d4|d5|1/2-1/2
1290|d4|Nf6|1-0
1291|e4|e5|0-1
1292|e4|e5|0-1
1293|d4|d5|1-0
1294|d4|d5|0-1
1295|d3|e5|0-1
1296|e4|d5|1-0
1297|d4|Nc6|1-0
1298|c4|e5|1-0
1299|e4|e5|1/2-1/2
1300|d4|d6|0-1
1301|e4|e5|0-1
1302|e4|e5|1-0
1303|d3|c6|1-0
1304|e4|c6|0-1
1305|d4|d5|0-1
1306|g3|Nf6|0-1
1307|d4|d6|1-0
1308|e4|e5|1-0
1309|e4|e5|1-0
1310|e4|d5|0-1
1311|e4|b6|1-0
1312|e4|c5|1-0
1313|d4|d5|1-0
1314|d4|g6|0-1
1315|d3|e6|0-1
1316|d4|d5|1-0
1317|d3|e6|0-1
1318|d4|Nf6|0-1
1319|e3|d6|0-1
1320|d4|c5|1-0
1321|e4|Nc6|0-1
1322|d3|e5|1-0
1323|e4|c5|0-1
1324|d4|d5|0-1
1325|d4|e6|0-1
1326|e4|e5|0-1
1327|e4|e6|0-1
1328|e4|e6|1-0
1329|d4|Nf6|0-1
1330|d3|d5|0-1
1331|e4|c5|1-0
1332|d3|d5|0-1
1333|e3|c5|1-0
1334|d4|d5|0-1
1335|d4|d5|1-0
1336|d4|Nf6|0-1
1337|d3|d5|0-1
1338|e4|e5|1-0
1339|d4|d5|0-1
1340|g3|e5|1-0
1341|e4|e5|1-0
1342|d4|g6|0-1
1343|e4|e5|0-1
1344|Nf3|d5|0-1
1345|e4|e5|1-0
1346|d4|Nf6|1-0
1347|e4|e5|1-0
1348|e4|Nc6|0-1
1349|e4|e5|0-1
1350|d4|d5|0-1
1351|e4|e5|0-1
1352|e4|d5|0-1
1353|g3|Nf6|0-1
1354|d4|d5|1-0
1355|d3|e6|0-1
1356|d4||0-1
1357|e4|e6|0-1
1358|e4|Nc6|1-0
1359|d4|c6|0-1
1360|e4|b6|0-1
1361|d3|e6|0-1
1362|d4|e6|1-0
1363|d4|g6|1-0
1364|d3|d5|0-1
1365|e4|c6|0-1
1366|d4||1-0
1367|d4|e6|1-0
1368|d4|d5|1/2-1/2
1369|e4|e5|0-1
1370|d4|g6|0-1
1371|e4|d5|0-1
1372|e4|h5|0-1
1373|e4|e5|1/2-1/2
1374|d3|d5|1-0
1375|e4|e5|1-0
1376|d3|e5|0-1
1377|g3|d5|0-1
1378|e4|f6|1-0
1379|e4|e5|1-0
1380|e4|e6|0-1
1381|e4|c6|1-0
1382|d3|e5|1-0
1383|c4|e5|0-1
1384|e4|e5|1-0
1385|d4||1-0
1386|d4|d5|1-0
1387|e4|c5|1-0
1388|g3|e5|0-1
1389|e3|d5|0-1
1390|e4|c6|1-0
1391|d4|e5|1-0
1392|e4|e6|0-1
1393|e4|e5|1-0
1394|d4|d5|0-1
1395|c4|e6|1-0
1396|e3|e5|0-1
1397|e4|c5|1-0
1398|e4|e5|0-1
1399|d4|e6|1-0
1400|e4|Nc6|1-0
1401|e4|e5|1-0
1402|d4|d5|1-0
1403|e4|e5|1-0
1404|c4|e6|0-1
1405|e4|Nf6|1-0
1406|e4|g6|1-0
1407|c4|d5|1-0
1408|e4|e5|1/2-1/2
1409|e4|e6|1-0
1410|g3|e5|1-0
1411|d4|g6|0-1
1412|e4|e5|1-0
1413|e4|e5|0-1
1414|e4|c5|1-0
1415|e4|e5|1-0
1416|c4|d5|1-0
1417|d4|d5|0-1
1418|e4|d5|0-1
1419|e4|e5|1-0
1420|e4|e5|1-0
1421|e4|c5|1-0
1422|e4|e5|0-1
1423|e4|e5|0-1
1424|e4|d5|1-0
1425|e4|e6|1-0
1426|d4|d5|0-1
1427|d4|d5|1-0
1428|e4|b6|1/2-1/2
1429|e4|Nc6|1-0
1430|e4|e5|0-1
1431|e4|e5|0-1
1432|e4|c6|1-0
1433|e4|e6|1-0
1434|e4|e5|1-0
1435|d4|e6|1-0
1436|e4|e5|1-0
1437|e4|d6|1-0
1438|e4|e6|1-0
1439|e4|e6|1-0
1440|e4|e5|1-0
1441|e4|e5|1-0
1442|e4|e6|0-1
1443|e4|c5|0-1
1444|c4|d5|1-0
1445|d4|d5|1-0
1446|d4|e6|1-0
1447|d4|d5|0-1
1448|e4|e5|0-1
1449|e3|e5|0-1
1450|d4|e6|0-1
1451|e4|e5|0-1
1452|e4|d6|1-0
1453|e4|e5|1-0
1454|d4|d5|1-0
1455|e4|d5|0-1
1456|e4|Nf6|0-1
1457|c4|e6|0-1
1458|e4|c5|1-0
1459|e4|c5|0-1
1460|b3|e5|1-0
1461|e4|c5|0-1
1462|d3|d5|1-0
1463|d4|d5|1-0
1464|e4|e6|0-1
1465|e3|e5|1-0
1466|d4|c6|1-0
1467|d4|c6|0-1
1468|d4|d5|0-1
1469|c4|Nf6|0-1
1470|e4|c5|0-1
1471|d4|e6|1-0
1472|e4|e5|1-0
1473|e4|e5|0-1
1474|e4|e5|0-1
1475|e4|e6|1-0
1476|e4|d5|1-0
1477|e4|e5|1-0
1478|d4|g6|0-1
1479|e4|c6|1-0
1480|e4|e6|1-0
1481|e4|e5|0-1
1482|e4|c5|1-0
1483|e4|e5|1-0
1484|e4|c6|0-1
1485|e4|e5|1-0
1486|d4|d5|0-1
1487|e4|e5|1-0
1488|d4||0-1
1489|d4|d5|1-0
1490|e4|b6|0-1
1491|d4|d5|0-1
1492|e4|e5|0-1
1493|d4|d5|1-0
1494|e4|e5|1/2-1/2
1495|e4|d5|1-0
1496|e4|d5|1-0
1497|b3|e5|0-1
1498|d4|d5|0-1
1499|e4|e5|1-0
1500|e4|e5|0-1
1501|e4|e6|1-0
1502|e4|e5|0-1
1503|e4|b6|1-0
1504|e3|c5|0-1
1505|e4|e5|1-0
1506|e4|e5|0-1
1507|d4|g6|1-0
1508|e4|c5|1-0
1509|e4|e6|1-0
1510|e4|Nc6|0-1
1511|e4|e5|1-0
1512|g3|d5|1-0
1513|e4|e5|1-0
1514|d4|d5|0-1
1515|d4|d5|1-0
1516|e4|e5|1-0
1517|c4|Nf6|1-0
1518|b3|d5|0-1
1519|e4|b6|1-0
1520|d4|d5|1-0
1521|d4|b5|0-1
1522|e4|e5|1-0
1523|e4|e5|1-0
1524|d4|d5|1-0
1525|e4||1-0
1526|d4|g6|1-0
1527|d4||1-0
1528|e4|e5|1-0
1529|g4|c5|0-1
1530|d4|b5|1-0
1531|e4|e5|0-1
1532|e4|e5|0-1
1533|d4|d5|0-1
1534|d4|d5|1/2-1/2
1535|d4|d5|0-1
1536|d4|e5|1/2-1/2
1537|e4|e5|0-1
1538|e4|e5|1-0
1539|e4|e6|0-1
1540|e4|e5|1-0
1541|b3|d5|1-0
1542|e4|d6|1-0
1543|e4|c5|0-1
1544|d4|b5|1-0
1545|e4|b6|1-0
1546|b3|e5|1-0
1547|d4|g6|1-0
1548|d4|d5|0-1
1549|e4|e5|0-1
1550|e4|c5|0-1
1551|d4|c5|1-0
1552|e4|c6|1-0
1553|e4|d5|0-1
1554|d4|d5|1-0
1555|b3|d5|0-1
1556|e4|e6|0-1
1557|e4||0-1
1558|e4|b6|1-0
1559|c4|c5|1-0
1560|e3|e5|1-0
1561|e4|e5|0-1
1562|d4|d5|1-0
1563|d4|b6|0-1
1564|d4||1-0
1565|d4|e6|0-1
1566|d4|b5|1/2-1/2
1567|d4|b6|1-0
1568|d4|d5|1-0
1569|e4|d5|0-1
1570|e4|c5|1-0
1571|c4|e5|0-1
1572|d4|Nf6|0-1
1573|d4|Nf6|0-1
1574|e4|d5|1-0
1575|e4|e6|1-0
1576|d4|Nf6|0-1
1577|e4|e5|0-1
1578|e4|e6|0-1
1579|e3|d5|1-0
1580|d4|Nf6|1/2-1/2
1581|d4|d5|0-1
1582|d4|e6|1-0
1583|c4|f5|0-1
1584|d4|d5|0-1
1585|d4|Nf6|0-1
1586|e4|e5|1-0
1587|d4|d6|0-1
1588|e4|e6|0-1
1589|d4|Nf6|1-0
1590|d4|d5|1-0
1591|e4|d5|0-1
1592|e4|c6|1-0
1593|d4|d5|0-1
1594|e3|c5|0-1
1595|e4|e5|0-1
1596|d4|d5|1-0
1597|e4|e6|1-0
1598|d4|d5|0-1
1599|d4|d5|1-0
1600|e4|c5|0-1
1601|e4|e6|0-1
1602|e4|c5|1-0
1603|e4|c5|1-0
1604|e4|e5|1-0
1605|d4|Nf6|0-1
1606|e4|e5|1-0
1607|e4|e5|0-1
1608|d4|d6|0-1
1609|e4|e6|0-1
1610|e4|c5|0-1
1611|e4|d5|1-0
1612|e4|c6|1-0
1613|e4|d5|0-1
1614|d4|Nf6|0-1
1615|d4|Nf6|0-1
1616|e4|e6|0-1
1617|e4|e5|1-0
1618|e4|e5|0-1
1619|d4|e6|0-1
1620|d4|d5|0-1
1621|e4|c6|1-0
1622|d4|Nf6|0-1
1623|e4|d6|1-0
1624|e4|e5|1-0
1625|e4|e5|1-0
1626|e4|c5|1-0
1627|d4|Nf6|1-0
1628|d4|d6|1-0
1629|d4|d5|1-0
1630|e4|c5|0-1
1631|e4|b6|1-0
1632|d4|d5|1-0
1633|d4|d6|1-0
1634|d4|d5|0-1
1635|e4|d5|0-1
1636|e4|d5|1-0
1637|g4|d6|1-0
1638|e4|e6|0-1
1639|d4|f5|0-1
1640|d4|g6|0-1
1641|e4|e6|0-1
1642|e4|c5|1-0
1643|e4|e5|0-1
1644|d4|c5|1-0
1645|d4|Nf6|0-1
1646|d4|d5|1/2-1/2
1647|d4|Nf6|1-0
1648|e4|e5|1-0
1649|d4|Nf6|1-0
1650|e4|d5|1-0
1651|d4|f5|0-1
1652|d4|Nf6|0-1
1653|e4|c5|1-0
1654|d4|e6|0-1
1655|e4|c5|1-0
1656|d4|Nf6|1-0
1657|d4|Nf6|1-0
1658|e4|e5|1-0
1659|e4|d5|0-1
1660|e4|e5|1-0
1661|d4|d5|1-0
1662|b3|e6|1-0
1663|e4|c6|0-1
1664|d4|d5|1-0
1665|d4|d5|1-0
1666|d4|d5|0-1
1667|e4|Nf6|0-1
1668|e4|e6|1-0
1669|d4|b6|0-1
1670|e4|e5|1-0
1671|e4|e5|1-0
1672|e4|e6|0-1
1673|e4|c5|1-0
1674|e4|e5|1-0
1675|d4|e6|1-0
1676|d4|c6|1-0
1677|e4|e5|1-0
1678|e4|e6|1-0
1679|e4|Nc6|1-0
1680|e4|e5|1-0
1681|e4|e6|0-1
1682|e4|d5|0-1
1683|e4|e5|1-0
1684|e4|d5|1-0
1685|e4|Nc6|0-1
1686|d4|d5|1-0
1687|d4|d5|0-1
1688|e4|e6|0-1
1689|d4|d5|0-1
1690|e4|e5|1-0
1691|d4|d5|0-1
1692|d4|g6|1-0
1693|e4|e6|1-0
1694|d4|d5|1-0
1695|e4|e6|0-1
1696|e4|d6|1-0
1697|d4|e6|0-1
1698|d4|d5|1-0
1699|d4|d5|1-0
1700|d4|d5|0-1
1701|e4|e5|0-1
1702|e4|c6|0-1
1703|d4|d5|1-0
1704|d4|d5|1-0
1705|d4|Nf6|1-0
1706|e4|e6|1-0
1707|d4|d5|0-1
1708|d4|d5|0-1
1709|d4|d5|1-0
1710|e4|c6|1-0
1711|b4|d5|0-1
1712|d4|d5|1-0
1713|d4|d5|1-0
1714|b4|e5|0-1
1715|e4|e6|1-0
1716|e4|Nc6|1-0
1717|c4|d5|0-1
1718|e4|b6|1-0
1719|e4|e6|1-0
1720|e4|e5|0-1
1721|d4|d5|0-1
1722|d4|d5|1-0
1723|e4|e6|1-0
1724|d4|Nf6|0-1
1725|e4|c5|1-0
1726|d4|e6|1-0
1727|d4|d5|0-1
1728|e4|e5|1-0
1729|e4|e5|0-1
1730|e4|e5|1-0
1731|e4|e5|0-1
1732|e4|d6|0-1
1733|e4|e5|0-1
1734|d4|d5|0-1
1735|e4|Nc6|1-0
1736|e4|e6|1-0
1737|e4|e5|1-0
1738|d4|d5|1-0
1739|e4|Nf6|1-0
1740|d4|e6|1-0
1741|d4|d6|0-1
1742|b4|e5|1-0
1743|e4|e5|1-0
1744|e4|d6|1-0
1745|e4|e6|1-0
1746|d4|d5|1-0
1747|d4|c6|0-1
1748|d4|d5|1/2-1/2
1749|e4|Nc6|1-0
1750|d4|d5|1-0
1751|d4|d5|0-1
1752|d4|d6|0-1
1753|b4|d5|0-1
1754|e4|Nc6|0-1
1755|e4|e5|1-0
1756|d4|d5|1-0
1757|d4|d5|0-1
1758|e4|e5|0-1
1759|e4|c5|0-1
1760|e4|c5|1-0
1761|e4|c5|0-1
1762|e4|d6|0-1
1763|e4|Nc6|1-0
1764|d4|Nf6|0-1
1765|d4|d5|1/2-1/2
1766|d4|d5|1-0
1767|e4|c5|0-1
1768|e3|e5|0-1
1769|e4|e5|1-0
1770|e4|e5|0-1
1771|e4|Nf6|0-1
1772|d4|d5|0-1
1773|b4|e5|0-1
1774|e4|e6|1-0
1775|d4|d5|1-0
1776|e4|c5|1-0
1777|e4|c5|0-1
1778|d4|d5|1-0
1779|e4|e5|1-0
1780|e4|e6|0-1
1781|e4|e5|0-1
1782|e4|c5|1-0
1783|e4|e5|0-1
1784|e4|d6|0-1
1785|e4|c5|1-0
1786|e4|e5|0-1
1787|d4|d5|1-0
1788|e4|c5|0-1
1789|e4|c5|0-1
1790|e4|e5|0-1
1791|e4|e5|1-0
1792|d4|f5|0-1
1793|e4|e5|1-0
1794|e4|e5|1-0
1795|e3|d6|1-0
1796|d4|e6|1-0
1797|e4|e5|1-0
1798|e4|d6|1-0
1799|e4|c5|0-1
1800|e4|e5|0-1
1801|e4|d6|1-0
1802|d4|e6|1-0
1803|e4|Nf6|0-1
1804|e4|c5|1-0
1805|d4|d5|0-1
1806|e4|e6|0-1
1807|d4|d5|1-0
1808|e4|e5|1-0
1809|e3|Nf6|1-0
1810|e4|e5|1-0
1811|d4|e6|0-1
1812|d4|d5|1-0
1813|d4|d5|1-0
1814|g3|h6|1-0
1815|d4|Nf6|1-0
1816|e4|Nf6|0-1
1817|d4|e6|0-1
1818|d4|b6|0-1
1819|e4|e5|1-0
1820|e4|Nc6|1-0
1821|e4|c6|1-0
1822|e4|d5|1/2-1/2
1823|d4|e6|0-1
1824|d4|Nf6|1-0
1825|e4|e5|1-0
1826|e4|e5|1-0
1827|e4|e5|1-0
1828|e4|e5|0-1
1829|e4|Nf6|0-1
1830|d4|e6|1-0
1831|d4|d5|1-0
1832|e4|e5|0-1
1833|e4|e5|0-1
1834|e4|e5|0-1
1835|d4|d5|0-1
1836|e4|c5|1-0
1837|e4|e5|0-1
1838|d4|d5|1-0
1839|e4|e5|1-0
1840|e4|e6|0-1
1841|d4|e6|1-0
1842|e4|e5|0-1
1843|d4|Nf6|1-0
1844|e4|e5|1-0
1845|e4|c5|0-1
1846|d4|d5|0-1
1847|e4|e5|1-0
1848|e4|e6|1-0
1849|d4|e6|1-0
1850|d4|d5|1-0
1851|d4|d5|1-0
1852|e4|e5|0-1
1853|e4|c5|1-0
1854|d4|e6|0-1
1855|e4|e5|1-0
1856|d4|Nf6|0-1
1857|e4|e5|1-0
1858|d4|Nf6|1-0
1859|e4|c6|0-1
1860|e4|d5|0-1
1861|d4|f5|0-1
1862|e4|Nc6|0-1
1863|e4|e5|0-1
1864|d4|d5|0-1
1865|e4|e5|0-1
1866|d4|Nf6|0-1
1867|e4|c5|0-1
1868|d4|g6|1-0
1869|e4|c5|0-1
1870|e4|e5|0-1
1871|Nf3|e6|0-1
1872|e4|e5|0-1
1873|d4|d5|0-1
1874|d4|d5|1-0
1875|e4|e5|1-0
1876|e4|e5|0-1
1877|e4|e6|0-1
1878|d4|f5|1-0
1879|e4|c5|0-1
1880|e4|e5|0-1
1881|e4|d5|1-0
1882|e4|e5|1-0
1883|e4|e5|0-1
1884|d4|e6|1-0
1885|e4|c6|0-1
1886|c4|e5|0-1
1887|e4|e5|1-0
1888|e4|g6|1/2-1/2
1889|d4|d5|0-1
1890|d4||1-0
1891|e4|e5|0-1
1892|e4|e5|0-1
1893|e4|c5|1-0
1894|d4|Nf6|0-1
1895|d4|f5|1/2-1/2
1896|d4|d5|1-0
1897|e4|c5|0-1
1898|e4|e5|1-0
1899|c3|d5|1-0
1900|c4|e5|0-1
1901|e4|c5|1-0
1902|e4|d5|1-0
1903|d4|e6|1-0
1904|e4|e6|0-1
1905|e3|e6|0-1
1906|e4|c5|0-1
1907|d4|f5|0-1
1908|d4|d5|1/2-1/2
1909|e4|e5|0-1
1910|d4|d5|1-0
1911|d4|d5|1-0
1912|e4|e5|1-0
1913|g3|d5|1-0
1914|e4|e5|1-0
1915|e4|c5|0-1
1916|e4|e6|1-0
1917|e4|e5|0-1
1918|e4|e5|1-0
1919|d4|d5|0-1
1920|e4|e5|1-0
1921|e4|e5|1-0
1922|d4|e6|0-1
1923|g3|e5|0-1
1924|e4|b6|0-1
1925|d4|d5|0-1
1926|e4|e6|1-0
1927|e4|c5|1-0
1928|e4|e5|0-1
1929|d4|Nf6|0-1
1930|e4|e5|0-1
1931|e4|e5|1-0
1932|e4|Nc6|1-0
1933|d4|d5|1-0
1934|e4|e5|1-0
1935|d4|d5|1-0
1936|e4|e5|0-1
1937|e4|e5|0-1
1938|e4|e5|1-0
1939|e4|e5|0-1
1940|c4|e5|0-1
1941|b3|d5|0-1
1942|e4|d6|0-1
1943|e4|c5|1-0
1944|e4|e5|1-0
1945|d4|d5|1-0
1946|e4|e6|1/2-1/2
1947|e3|e5|0-1
1948|e4|c5|0-1
1949|e4|e5|1-0
1950|e4|e6|1-0
1951|e4|c5|0-1
1952|e4|e5|0-1
1953|b4|d5|1-0
1954|e4||0-1
1955|g3|d5|1-0
1956|e4|b6|1-0
1957|e4|c5|1-0
1958|e4|e5|1-0
1959|d4|e6|0-1
1960|e4|c5|0-1
1961|e4|e5|1-0
1962|b3|e5|1-0
1963|d4|Nf6|1-0
1964|e4|b6|0-1
1965|e4|c5|1-0
1966|e4|e5|1-0
1967|e4|c6|0-1
1968|e4|Nc6|1-0
1969|d4|d5|0-1
1970|e4|e5|1-0
1971|d4|Nf6|0-1
1972|e4|Nc6|0-1
1973|e4|e5|0-1
1974|e4|b6|1-0
1975|e4|c5|1-0
1976|d4|b6|0-1
1977|d4|d5|1-0
1978|d4|b5|0-1
1979|e4|e5|1-0
1980|e4|e5|0-1
1981|e4|b6|0-1
1982|d4|e6|0-1
1983|d4|d5|0-1
1984|d4|e6|1-0
1985|e4|e6|0-1
1986|d4|d5|1-0
1987|e4|Nc6|0-1
1988|d4|e6|1-0
1989|d4||1-0
1990|e4|e5|1-0
1991|e4|e5|0-1
1992|d4|Nf6|0-1
1993|d4|g6|0-1
1994|e4|e5|0-1
1995|e4|c5|1-0
1996|e4|c5|0-1
1997|e4|e5|1-0
1998|e4|c5|1-0
1999|d4|Nf6|1-0
2000|d4|c5|1-0
2001|e4|e5|0-1
2002|d4|Nf6|1-0
2003|e4|e5|1-0
2004|d4|d5|0-1
2005|e4|e5|1-0
2006|e4|e5|1-0
2007|e4|e5|0-1
2008|d4|f5|1-0
2009|d4|Nf6|1-0
2010|d4|d5|0-1
2011|e3|b6|0-1
2012|d4|d5|0-1
2013|d4|b6|1-0
2014|d4|e6|0-1
2015|e4|e5|0-1
2016|e4|d5|0-1
2017|e4|c5|0-1
2018|d4|Nf6|1-0
2019|e4|e5|0-1
2020|d4|e6|1-0
2021|e4|e5|0-1
2022|e4|e5|1-0
2023|e4|e5|1-0
2024|e4|c5|0-1
2025|d4|e6|0-1
2026|e4|e5|1-0
2027|e4|e5|0-1
2028|e4|d5|0-1
2029|e4|c6|1-0
2030|d4|d5|1-0
2031|d4|d5|1-0
2032|d4|g6|1-0
2033|e4|e6|0-1
2034|d4|b6|0-1
2035|e4|e5|1-0
2036|e4|c5|0-1
2037|e4|e6|1-0
2038|e4|e5|1/2-1/2
2039|d4|d5|1-0
2040|d4|Nf6|1/2-1/2
2041|e4|c5|0-1
2042|e4|e5|1/2-1/2
2043|d4|d5|0-1
2044|e4|e6|1-0
2045|e4|e5|1-0
2046|d4|d5|1-0
2047|d4|d5|0-1
2048|d4|d5|1-0
2049|e4|e5|1-0
2050|e4|e5|1-0
2051|e4|Nf6|1-0
2052|e4|b6|1-0
2053|c4|d5|0-1
2054|g3|d5|0-1
2055|e4|d5|0-1
2056|e4|e5|0-1
2057|e4|c5|1-0
2058|d4|Nf6|1-0
2059|e4|c5|1-0
2060|e4|d5|1-0
2061|e4|c5|1-0
2062|e4|e5|0-1
2063|e4|d5|1-0
2064|e4|e6|0-1
2065|Nc3|d5|0-1
2066|d4|d5|1/2-1/2
2067|e4|e5|1-0
2068|e4|d5|1-0
2069|d4|d5|1-0
2070|d4|Nf6|0-1
2071|e4|c5|0-1
2072|d4|d5|0-1
2073|e4|d5|0-1
2074|e4|e5|0-1
2075|d4|Nf6|1-0
2076|e4|d6|0-1
2077|d4|c6|1-0
2078|e4|Nf6|0-1
2079|e4|d5|0-1
2080|e4|b6|0-1
2081|d4|d5|1-0
2082|d4|b5|1-0
2083|g3|e5|1-0
2084|d4|c6|1-0
2085|e4|e6|0-1
2086|e4|e5|0-1
2087|e4|Nc6|1-0
2088|e4|d5|0-1
2089|e4|c5|0-1
2090|e4|c5|0-1
2091|d4|e5|1/2-1/2
2092|e4|h6|0-1
2093|e4|e5|0-1
2094|d4|d5|1-0
2095|d4|Nf6|1-0
2096|e4|e5|1-0
2097|g3|d5|0-1
2098|e4|e5|0-1
2099|e4|e6|0-1
2100|e4|g6|1-0
2101|d4|d5|1-0
2102|e4|c5|0-1
2103|e4|d5|0-1
2104|e4|b6|1-0
2105|e4|e6|0-1
2106|e4|e5|0-1
2107|e4|Nf6|1-0
2108|e4|c5|0-1
2109|c4|Nf6|0-1
2110|g3|d5|0-1
2111|d4|Nf6|1-0
2112|d4|d5|0-1
2113|e4|e6|1-0
2114|e4|d5|0-1
2115|e4|c5|0-1
2116|e4|e5|0-1
2117|e4|c6|0-1
2118|Nf3|g6|1-0
2119|d4|b5|1-0
2120|d4|e6|0-1
2121|e4|Nf6|1-0
2122|e4|e5|0-1
2123|e4|e5|0-1
2124|d4|e6|1-0
2125|e4|d6|1-0
2126|Nf3|d5|0-1
2127|e4|e5|1-0
2128|g3|c6|1-0
2129|e4|d5|0-1
2130|d4|e6|1/2-1/2
2131|e4|e5|1-0
2132|e4|e5|0-1
2133|e4|e5|1-0
2134|d4|e6|1-0
2135|e4|e5|0-1
2136|e4|c5|1-0
2137|e4|e5|1-0
2138|e4|g6|0-1
2139|e4|c5|0-1
2140|e4|e5|1-0
2141|e4|d5|1-0
2142|e4|e5|1-0
2143|e4|e6|1-0
2144|e4|c5|0-1
2145|e4|e5|1-0
2146|d4|e6|0-1
2147|d4|d6|0-1
2148|d4|c6|1-0
2149|e4|e5|1-0
