|white_move_1|black_move_1|score
80783|e4|e5|1-0
80784|e4|e6|0-1
80785|d4|d5|0-1
80786|e4|e6|0-1
80787|e4|c5|0-1
80788|e4|d6|1-0
80789|e4|e5|1-0
80790|d4|Nf6|0-1
80791|e4|e5|1-0
80792|e4|b6|1-0
80793|d4|e6|1-0
80794|d4|d5|1-0
80795|e4|e5|1-0
80796|d4|b6|0-1
80797|e4|e5|1-0
80798|g3|e5|1-0
80799|e4|e6|1-0
80800|e4|c5|0-1
80801|e4|e5|0-1
80802|d4|e6|1-0
80803|e4|c5|0-1
80804|e4|Nf6|1-0
80805|e4|e5|0-1
80806|e4|e5|1-0
80807|e4|Nf6|1-0
80808|e4|e5|1-0
80809|e4|e5|0-1
80810|e4|e5|1-0
80811|e4|e6|0-1
80812|d4|Nf6|1/2-1/2
80813|c4|Nf6|0-1
80814|e4|e6|1-0
80815|e4|e5|0-1
80816|b3|Nf6|0-1
80817|e4|Nc6|0-1
80818|e4|e5|0-1
80819|e4|e6|1-0
80820|e4|c5|1-0
80821|e4|Nf6|1-0
80822|e4|e6|0-1
80823|e4|e5|1-0
80824|d4|Nf6|0-1
80825|e4|e5|0-1
80826|e4|c5|0-1
80827|d4|Nf6|0-1
80828|e4|e5|0-1
80829|e4|e5|0-1
80830|e4|c5|0-1
80831|Nf3|b6|0-1
80832|e4|e5|0-1
80833|e4|e5|0-1
80834|e4|b6|1-0
80835|e4|c5|1-0
80836|e3|e5|0-1
80837|b3|e5|1-0
80838|e4|e5|1-0
80839|d4|d5|1-0
80840|d4|b6|0-1
80841|e4|c5|1-0
80842|e4|e5|0-1
80843|e4|e6|1-0
80844|Nf3|d5|1-0
80845|e4|c5|1-0
80846|e4|c5|1-0
80847|e4|e5|0-1
80848|e4|d5|1-0
80849|e4|e5|0-1
80850|e4|e5|1-0
80851|e4|c6|1-0
80852|e4|e5|0-1
80853|e4|e5|1-0
80854|d4|d5|1-0
80855|e4|e5|0-1
80856|Nf3|d5|1-0
80857|e4|c5|1-0
80858|f4|d5|1-0
80859|e4|e5|1-0
80860|e4|b6|0-1
80861|e4|e5|0-1
80862|e4|e5|0-1
80863|Nf3|d5|1-0
80864|d3|d5|1-0
80865|d3|d5|1-0
80866|e4|e5|0-1
80867|e4|c5|0-1
80868|e4|c5|1/2-1/2
80869|e4|b6|1-0
80870|e4|Nf6|1-0
80871|e4|c5|0-1
80872|e4|e5|0-1
80873|b3|e5|0-1
80874|Nf3|d5|1-0
80875|e4|e5|0-1
80876|e4|c5|1-0
80877|e4|Nf6|1-0
80878|e4|d5|1-0
80879|e4|e5|0-1
80880|e4|e5|1-0
80881|e4|d5|1-0
80882|e4|e5|1-0
80883|e4|c5|1-0
80884|e4|e5|1-0
80885|e4|e5|0-1
80886|e4|e5|0-1
80887|e3|b6|1-0
80888|e4|e5|1/2-1/2
80889|e4|e5|0-1
80890|b3|e6|0-1
80891|e4|e5|1-0
80892|e4|Nf6|1-0
80893|e4|e5|1-0
80894|e4|e5|1-0
80895|d4|d5|1-0
80896|e3|e5|0-1
80897|e4|e6|0-1
80898|d4|Nf6|0-1
80899|e4|c5|1-0
80900|e4|e5|1/2-1/2
80901|e4|e5|0-1
80902|e3|d5|1-0
80903|e4|e5|0-1
80904|e4|c5|0-1
80905|e4|c5|1-0
80906|f4|e6|0-1
80907|d4|c5|1-0
80908|e4|e5|0-1
80909|e4|e6|1-0
80910|d4|Nf6|1-0
80911|e4|d5|1-0
80912|d4|d5|1-0
80913|d4|d5|1-0
80914|f4|e5|0-1
80915|e4|e5|1-0
80916|e4|e5|1-0
80917|d4|d5|1-0
80918|e4|e5|1-0
80919|b3|d5|1-0
80920|e4|e5|1-0
80921|e4|e5|1-0
80922|e4|e5|1-0
80923|e4|e5|0-1
80924|e4|e5|1-0
80925|d4|d5|0-1
80926|e4|e5|0-1
80927|e4|e5|0-1
80928|d4|Nf6|0-1
80929|e4|g6|1-0
80930|e4|c5|0-1
80931|d4|c5|1-0
80932|e4|b6|1-0
80933|e4|d5|0-1
80934|e4|e5|1-0
80935|d4|d5|1-0
80936|d4|d5|1-0
80937|e4|e5|1-0
80938|e4|e5|0-1
80939|e4|e5|1-0
80940|e4|g6|0-1
80941|g3|d5|0-1
80942|b3|d5|1-0
80943|d4|d5|1-0
80944|d4|Nf6|0-1
80945|e4|c5|0-1
80946|c4|Nf6|1-0
80947|e4|e5|1-0
80948|e4|c5|0-1
80949|e4|g6|1-0
80950|e4|e5|1-0
80951|e4|Nc6|0-1
80952|d4|e6|1-0
80953|e4|e5|1-0
80954|d4|d5|1-0
80955|d4|d5|0-1
80956|d4|Nf6|1-0
80957|e4|e5|0-1
80958|e4|e6|0-1
80959|d4|d5|0-1
80960|c4|Nf6|1-0
80961|c4|d5|0-1
80962|e4|d5|1-0
80963|d4|d5|1-0
80964|e4|c5|1-0
80965|e4|c5|0-1
80966|d4|d5|1-0
80967|e4|e5|0-1
80968|d4|d5|1-0
80969|e4|c5|1-0
80970|e4|e5|0-1
80971|Nf3|c5|0-1
80972|e4|d6|0-1
80973|d4|Nf6|1/2-1/2
80974|e4|e5|0-1
80975|d4|c5|1-0
80976|e4|e6|1-0
80977|e4|e5|1-0
80978|e4|e5|1-0
80979|d4|d5|0-1
80980|Nf3|d5|0-1
80981|e4|d5|1-0
80982|d4|d5|0-1
80983|Nf3|e5|0-1
80984|d4|Nf6|1-0
80985|e4|e5|1-0
80986|e4|e5|1-0
80987|d4|d5|1-0
80988|d4|d5|1-0
80989|e4|e5|1-0
80990|d4|c5|0-1
80991|e4|Nf6|0-1
80992|d4|d5|0-1
80993|c4|Nf6|0-1
80994|d4|b6|1-0
80995|e4|e5|0-1
80996|f4|e5|1-0
80997|e4|c5|0-1
80998|d4|Nf6|1-0
80999|e4|d5|1-0
81000|e4|e5|1-0
81001|e4|e5|0-1
81002|e4|e5|1-0
81003|d4|b6|0-1
81004|e4|d5|0-1
81005|e4|e5|1-0
81006|e4|e5|1-0
81007|e4|e5|0-1
81008|e4|e5|0-1
81009|Nf3|d5|0-1
81010|d4|e6|0-1
81011|b3|d5|0-1
81012|e4|e5|1-0
81013|e4|e5|1-0
81014|e4|e5|1/2-1/2
81015|e4|g6|1-0
81016|d4|d5|1/2-1/2
81017|d4|e6|0-1
81018|e4|c5|0-1
81019|e4|e5|0-1
81020|e4|e5|1-0
81021|Nf3|d5|1-0
81022|e4|c5|0-1
81023|e4|b6|1-0
81024|e4|c5|1/2-1/2
81025|d4|Nf6|1-0
81026|e4|e6|1-0
81027|e4|c6|0-1
81028|d4|d6|0-1
81029|e4|e5|0-1
81030|d4|e5|0-1
81031|d4|d5|0-1
81032|e4|e5|1/2-1/2
81033|e4|c5|1-0
81034|d4|Nf6|1-0
81035|e4|b6|1-0
81036|d4|g6|1-0
81037|d4|d6|1-0
81038|d4|d5|1-0
81039|d4|d5|1-0
81040|e4|e5|1-0
81041|g3|d5|1-0
81042|e4|e5|1-0
81043|e4|c5|0-1
81044|d4|c5|0-1
81045|e4|e5|1-0
81046|e4|c5|1-0
81047|d4|d5|1-0
81048|g3|e5|0-1
81049|e4|e5|1-0
81050|d4|b6|0-1
81051|d4|d5|0-1
81052|e4|e5|0-1
81053|e4|b6|0-1
81054|e4|d5|1-0
81055|g3|d5|1-0
81056|e4|e5|0-1
81057|e4|e6|0-1
81058|d4|d6|1-0
81059|d4|d5|1-0
81060|e4|c5|1-0
81061|d4|d6|1-0
81062|e4|c5|1-0
81063|g3|e6|1-0
81064|d4|g6|0-1
81065|e4|e6|0-1
81066|e4|d5|0-1
81067|e4|e5|1-0
81068|e4|e5|0-1
81069|b3|b6|1-0
81070|d4|d5|0-1
81071|b3|d5|0-1
81072|e4|c5|1/2-1/2
81073|e4|d5|1-0
81074|e4|e5|1-0
81075|d4|e6|1-0
81076|e4|e5|1-0
81077|e4|e5|1-0
81078|e4|d6|1-0
81079|d4|d5|0-1
81080|e4|c5|0-1
81081|e4|d5|0-1
81082|g3|e5|0-1
81083|d4|e6|1-0
81084|e4|e5|1-0
81085|e4|e6|1-0
81086|e4|e5|0-1
81087|d4|d5|0-1
81088|e4|b6|0-1
81089|e4|c6|1-0
81090|e4|d5|1-0
81091|e4|g5|1-0
81092|e4|e5|0-1
81093|d4|d5|1-0
81094|d4|g6|1-0
81095|e4|d6|1-0
81096|e4|b6|1/2-1/2
81097|b4|e5|0-1
81098|e4|d5|1-0
81099|d3|e5|0-1
81100|e4|e5|1-0
81101|e4|e6|1-0
81102|e4|e5|0-1
81103|d4|d5|1-0
81104|e4|e5|0-1
81105|e4|e5|1-0
81106|d4|d5|1-0
81107|e4|e5|0-1
81108|e4|e5|0-1
81109|d4|d5|0-1
81110|d4|Nf6|0-1
81111|d4|d5|1-0
81112|e4|e6|0-1
81113|e4|e5|0-1
81114|e4|e5|0-1
81115|b3|d5|0-1
81116|e4|e5|1-0
81117|e4|d6|0-1
81118|e4|c5|1-0
81119|d4|d6|0-1
81120|e4|e5|1-0
81121|e4|e5|1-0
81122|e4|e6|1-0
81123|e4|e5|1-0
81124|e4|e6|0-1
81125|d4|d5|0-1
81126|e4|d5|1/2-1/2
81127|e4|b6|1-0
81128|d4|d5|0-1
81129|e4|e5|0-1
81130|e4|e6|0-1
81131|g3|d5|1-0
81132|d4|d5|1-0
81133|e4|e5|1-0
81134|e4|c5|0-1
81135|e4|d6|1-0
81136|e4|e6|1/2-1/2
81137|e4|e5|1-0
81138|d4|d5|0-1
81139|Nc3|d5|1-0
81140|e4|d6|1/2-1/2
81141|e4|e5|0-1
81142|e4|e5|1-0
81143|e4|e5|1-0
81144|e4|d5|0-1
81145|d4|d5|0-1
81146|d4|d5|1-0
81147|e4|c5|0-1
81148|e4|e5|0-1
81149|d4|Nf6|0-1
81150|e4|e5|1-0
81151|e4|e6|1-0
81152|e4|e5|0-1
81153|e4|e5|1-0
81154|d4|d5|1-0
81155|e4|e5|1/2-1/2
81156|e4|c5|1-0
81157|d4|e6|1-0
81158|d4|d5|0-1
81159|e4|d5|0-1
81160|e4|d6|0-1
81161|e4|e5|0-1
81162|e4|e5|1-0
81163|e4|b6|0-1
81164|e4|e5|1-0
81165|d4|d5|1-0
81166|e4|e5|0-1
81167|e4|e5|1-0
81168|d4|d5|0-1
81169|f4|Nc6|1-0
81170|Nf3|Nf6|1-0
81171|e4|d6|1-0
81172|e4|e5|0-1
81173|e4|Nc6|1/2-1/2
81174|e4|e5|0-1
81175|e4|e5|1-0
81176|g3|e5|1-0
81177|e4|e5|0-1
81178|e4|e6|1-0
81179|e4|e5|0-1
81180|d4|Nf6|1-0
81181|e4|c6|1-0
81182|e4|e5|0-1
81183|d4|Nf6|0-1
81184|e4|b6|0-1
81185|e4|c5|1-0
81186|e4|c5|0-1
81187|d4|Nf6|1-0
81188|e4|Nc6|0-1
81189|d4|d5|0-1
81190|e4|e5|1-0
81191|e4|b6|0-1
81192|f4|d5|0-1
81193|e4|Nf6|0-1
81194|e4|e5|0-1
81195|e4|e5|0-1
81196|e3|e5|0-1
81197|f4|d6|1-0
81198|d4|c5|0-1
81199|e4|d5|1-0
81200|d4|d5|1-0
81201|e4|e5|1-0
81202|e4|Nf6|0-1
81203|e4|e5|1-0
81204|d4|d5|1/2-1/2
81205|c4|d5|0-1
81206|d4|c6|0-1
81207|e4|e6|1-0
81208|e4|c5|1-0
81209|d4|d5|1-0
81210|e4|e5|0-1
81211|e4|d5|1-0
81212|e4|c5|0-1
81213|e4|e5|1-0
81214|e3|e5|0-1
81215|d4|e6|0-1
81216|e4|d6|0-1
81217|e4|e5|1-0
81218|e4|e6|0-1
81219|e4|e6|1-0
81220|e4|e5|0-1
81221|e4|e5|0-1
81222|e4|e5|1-0
81223|d4|d5|1-0
81224|e3|e5|1-0
81225|e4|Nf6|0-1
81226|d4|d6|1-0
81227|d4|Nf6|0-1
81228|e4|e6|1-0
81229|d4|d5|0-1
81230|e4|Nc6|0-1
81231|d4|d5|0-1
81232|d4|c5|1-0
81233|d4|b6|1-0
81234|d4|e6|0-1
81235|e4|e5|1-0
81236|e4|d5|1-0
81237|e4|d5|1-0
81238|e4|e5|0-1
81239|d4|d5|1-0
81240|e4|d6|0-1
81241|e4|e5|1/2-1/2
81242|e4|e5|1-0
81243|e4|e6|0-1
81244|d4|d5|0-1
81245|d4|d5|1-0
81246|e4|c5|1-0
81247|e3|d5|0-1
81248|d4|d5|0-1
81249|d4|e6|0-1
81250|e4|c5|1-0
81251|d4|d5|1-0
81252|e4|g6|0-1
81253|e4|c6|1-0
81254|e4|d5|1-0
81255|e3|e5|1-0
81256|e4|e5|0-1
81257|e4|e5|0-1
81258|d4|Nf6|1-0
81259|e4|d5|0-1
81260|e4|e5|0-1
81261|d4|d5|1-0
81262|e4|d5|0-1
81263|c4|e6|1/2-1/2
81264|e4|g6|0-1
81265|e4|e5|0-1
81266|e4|e5|1-0
81267|d4|Nf6|0-1
81268|e4|e5|0-1
81269|d4|f5|0-1
81270|d4|d5|0-1
81271|e4|e5|1-0
81272|e4|e5|1-0
81273|e4|g6|0-1
81274|d4|f5|1-0
81275|e4|e6|0-1
81276|e4|e5|1-0
81277|e4|e5|0-1
81278|e4|e5|0-1
81279|d4|d5|1-0
81280|e4|d5|0-1
81281|e4|e5|0-1
81282|e4|e5|0-1
81283|d4|Nf6|0-1
81284|e4|e6|1-0
81285|e4|e6|1-0
81286|e4|e5|0-1
81287|e4|e5|1-0
81288|e4|g6|1-0
81289|d4|c5|0-1
81290|e4|e5|0-1
81291|e4|b6|1-0
81292|e4|e5|1-0
81293|e4|e5|1-0
81294|e4|d5|1-0
81295|e4|c5|0-1
81296|d4|d5|1-0
81297|d4|d5|1-0
81298|d4|Nf6|0-1
81299|e4|e5|1-0
81300|e4|c5|0-1
81301|e4|d5|0-1
81302|c4|c5|1-0
81303|d4|d5|1-0
81304|d4|d5|0-1
81305|d4|Nc6|1-0
81306|e4|c6|0-1
81307|d4|e6|0-1
81308|e4|e5|1-0
81309|d4|c5|0-1
81310|d4|e6|1-0
81311|d4|c5|1-0
81312|b4|e5|1-0
81313|e4|e5|0-1
81314|e4|e5|1-0
81315|e4|d5|1-0
81316|e4|e5|0-1
81317|e4|e5|1-0
81318|e3|d5|0-1
81319|d4|d5|0-1
81320|c4|Nf6|0-1
81321|e4|e5|1-0
81322|e4|d5|0-1
81323|e4|Nc6|1/2-1/2
81324|d4|d5|0-1
81325|d4|d5|1-0
81326|e4|c5|1-0
81327|e3|e5|1-0
81328|d4|d5|0-1
81329|e4|e5|0-1
81330|e4|e6|1/2-1/2
81331|e4|Nf6|1-0
81332|e4|e5|1-0
81333|e4|d5|0-1
81334|e4|e5|1-0
81335|e4|e5|1/2-1/2
81336|e4|e5|0-1
81337|e4|d6|1-0
81338|b4|e5|0-1
81339|e4|c5|0-1
81340|e3|d5|1-0
81341|c4|Nf6|1/2-1/2
81342|Nf3|d5|0-1
81343|d4|d5|0-1
81344|e4|e5|1-0
81345|e4|d5|1-0
81346|d4|Nf6|0-1
81347|e4|e5|0-1
81348|e3|c6|1-0
81349|d4|d6|0-1
81350|d4|d5|1-0
81351|e4|d5|0-1
81352|d4|d5|0-1
81353|e3|e5|1-0
81354|e4|e5|0-1
81355|e4|e5|1-0
81356|d4|g6|0-1
81357|e4|c5|1-0
81358|d4|d5|0-1
81359|d4|Nf6|0-1
81360|g3|Nc6|0-1
81361|c4|c5|0-1
81362|d4|d5|0-1
81363|d4|d5|1-0
81364|e4|c5|0-1
81365|e4|e5|0-1
81366|e4|e5|0-1
81367|d4|d5|1-0
81368|d4|e6|1-0
81369|e4|e5|0-1
81370|d4|d5|0-1
81371|d4|d6|0-1
81372|e4|Nc6|0-1
81373|d4|e6|0-1
81374|d4|c5|0-1
81375|d4|c6|0-1
81376|g3|d5|1-0
81377|d4|e6|0-1
81378|d4|d5|1-0
81379|e4|d5|1-0
81380|e4|e5|0-1
81381|d4|d5|1-0
81382|e4|c5|0-1
81383|e4|a6|1-0
81384|e4|c5|0-1
81385|e4|Nc6|1-0
81386|e4|d5|1-0
81387|e4|c6|0-1
81388|c3|e5|0-1
81389|e4|e5|1-0
81390|d4|d5|1/2-1/2
81391|e4|d5|1-0
81392|e4|e5|1-0
81393|d4|e6|1-0
81394|d4|d5|1-0
81395|e3|b6|0-1
81396|f4|e6|0-1
81397|e4|e5|1-0
81398|d4|e6|1-0
81399|e4|c5|1-0
81400|e4|e5|0-1
81401|e4|e5|1-0
81402|d4|d5|0-1
81403|d4|c5|0-1
81404|d4|d5|1-0
81405|g3|d5|0-1
81406|d4|d5|0-1
81407|d4|d5|0-1
81408|e4|e5|1-0
81409|d4|e6|0-1
81410|e4|e5|1-0
81411|d4|d5|1-0
81412|e4|c5|1-0
81413|e4|Nc6|1-0
81414|f4|f5|0-1
81415|e4|e5|0-1
81416|d4|d5|0-1
81417|e4|c5|0-1
81418|d4|Nf6|0-1
81419|e4|c5|0-1
81420|g3|d5|1-0
81421|e4|b6|0-1
81422|a3|e5|1-0
81423|d4|d5|1-0
81424|d4|d5|0-1
81425|d3|e5|0-1
81426|e4|d6|1-0
81427|e4|d5|0-1
81428|e4|e5|0-1
81429|d4|d5|0-1
81430|e4|c6|1-0
81431|e4|h5|1/2-1/2
81432|e4|c5|0-1
81433|e4|e5|1-0
81434|d4|e6|1-0
81435|e4|e5|1-0
81436|d4|d5|1-0
81437|d4|d5|1-0
81438|g3|e5|1-0
81439|e4|a6|0-1
81440|e4|e5|0-1
81441|c4|c5|1-0
81442|d4|Nf6|1-0
81443|e4|e5|1-0
81444|e4|e5|1-0
81445|d4|Nf6|1-0
81446|Nf3|d5|1-0
81447|e4|e5|0-1
81448|e4|c5|0-1
81449|e4|e5|0-1
81450|e4|c6|0-1
81451|e4|c5|1-0
81452|e4|e5|0-1
81453|a3|e5|1-0
81454|e4|Nf6|0-1
81455|d4|d5|0-1
81456|e4|b6|1-0
81457|c4|c6|1-0
81458|e4|e5|0-1
81459|d4|d5|1-0
81460|d4|d5|0-1
81461|e4|c5|0-1
81462|d4|e5|0-1
81463|e4|d5|1-0
81464|e4|e5|0-1
81465|d4|d6|1-0
81466|e4|e5|1-0
81467|d4|d5|1-0
81468|e4|d5|0-1
81469|e4|e5|0-1
81470|e4|e5|1-0
81471|Nf3|f5|0-1
81472|e4|e5|0-1
81473|e4|e5|1-0
81474|e4|e5|0-1
81475|e4|e5|0-1
81476|e4|e6|0-1
81477|e4|e5|0-1
81478|e4|b6|1-0
81479|d4|d5|1-0
81480|e4|e5|1-0
81481|d4|d6|1-0
81482|d4|d5|1/2-1/2
81483|e4|e5|0-1
81484|d4|Nf6|0-1
81485|d4|e5|1-0
81486|Nf3|Nf6|1-0
81487|e3|e5|0-1
81488|e4|e5|0-1
81489|e4|e5|1-0
81490|e4|e5|1-0
81491|e4|e5|1/2-1/2
81492|Nf3|b6|1-0
81493|d4|Nf6|0-1
81494|d4|d5|0-1
81495|f4|d5|0-1
81496|d4|d5|1-0
81497|e4|Nf6|0-1
81498|d4|d5|0-1
81499|e4|c5|1-0
81500|d4|e5|1-0
81501|d4|b6|0-1
81502|e4|e5|0-1
81503|e4|e5|0-1
81504|e4|d5|0-1
81505|d4|d5|0-1
81506|e4|d6|0-1
81507|e4|e5|1/2-1/2
81508|Nf3|e6|1-0
81509|Nf3|b6|0-1
81510|e4|c6|0-1
81511|g3|d5|1-0
81512|e4|d5|1-0
81513|e4|e5|1-0
81514|f4|d5|1-0
81515|d4|Nf6|1-0
81516|e4|e5|0-1
81517|e4|c6|1-0
81518|e4|c5|1-0
81519|e4|e5|0-1
81520|Nf3|d5|1-0
81521|d4|e6|0-1
81522|d4|Nf6|0-1
81523|e4|e5|1-0
81524|e4|e5|1-0
81525|e4|e5|1-0
81526|e4|e5|1-0
81527|e4|e5|1-0
81528|d4|c6|1-0
81529|d4|Nc6|1-0
81530|e4|e5|1-0
81531|d4|e6|1-0
81532|e4|e5|1-0
81533|d4|Nf6|0-1
81534|d4|d5|0-1
81535|d4|Nf6|0-1
81536|e4|c5|1/2-1/2
81537|e4|e5|0-1
81538|e4|e6|0-1
81539|h3|d5|0-1
81540|d4||1-0
81541|g3|d5|0-1
81542|e4|Nc6|1-0
81543|b4|d6|1-0
81544|d4|d5|1-0
81545|d4|d5|1-0
81546|e4|e5|0-1
81547|e4|e5|1-0
81548|d4|g6|1-0
81549|e4|c5|1-0
81550|e4|c5|1-0
81551|d4|d5|0-1
81552|f4|d5|0-1
81553|e4|e5|1-0
81554|c4|e5|1-0
81555|e4|b6|0-1
81556|e4|Nc6|1-0
81557|e4|e5|1-0
81558|e4|e5|1-0
81559|d4|Nf6|0-1
81560|e4|c6|1-0
81561|e4|e5|1-0
81562|e4|e5|1-0
81563|d4|d6|0-1
81564|e4|e5|1-0
81565|d4|d5|0-1
81566|e4|b6|0-1
81567|d4|e5|1-0
81568|e4|e5|0-1
81569|d4|d5|1-0
81570|e4|e5|1-0
81571|d4|e6|1-0
81572|d4|Nf6|0-1
81573|d4|Nf6|1-0
81574|e3|e5|1-0
81575|e4|d5|0-1
81576|b3|Nf6|0-1
81577|d4|Nf6|0-1
81578|e4|e5|1-0
81579|d4|Nf6|0-1
81580|d4|d5|0-1
81581|e4|c5|0-1
81582|e4|Nc6|1-0
81583|e4|c5|1-0
81584|e4|e5|0-1
81585|Nf3|b6|0-1
81586|d4|d5|1-0
81587|d4|Nc6|1-0
81588|e4|c5|0-1
81589|e4|c5|0-1
81590|e4|e5|0-1
81591|e4|c5|1-0
81592|e4|e5|1/2-1/2
81593|e4|e5|0-1
81594|d4|d5|1-0
81595|d4|d5|0-1
81596|e4|e5|1-0
81597|b3|Nc6|1-0
81598|e4|e5|1-0
81599|e4|c5|1-0
81600|e4|b6|1-0
81601|e4|e5|1-0
81602|d4|d5|1-0
81603|d4|d5|1-0
81604|e4|e6|0-1
81605|d4|g6|0-1
81606|d4|d5|1-0
81607|d4|g6|1-0
81608|e4|e5|1-0
81609|e4|e5|1-0
81610|d4|Nf6|0-1
81611|e4|e5|0-1
81612|e4|d5|1-0
81613|Nf3|f5|0-1
81614|e4|e5|0-1
81615|e4|e5|1-0
81616|d4|b6|0-1
81617|e4|e5|1-0
81618|d4|Nf6|0-1
81619|d4|Nf6|1-0
81620|e3|b6|1-0
81621|d4|d5|1-0
81622|d4|d5|0-1
81623|e4|e5|1-0
81624|e4|d6|1-0
81625|d4|d5|1-0
81626|d4|d5|1-0
81627|e4|e5|0-1
81628|e4|e5|0-1
81629|e4|e5|1-0
81630|d4|g6|0-1
81631|b3|e5|0-1
81632|e4|e5|1-0
81633|e4|e5|0-1
81634|e4|e5|0-1
81635|d4|Nf6|0-1
81636|e4|e5|0-1
81637|e4|c5|1-0
81638|d4|d5|0-1
81639|e4|c5|0-1
81640|f4|d5|1/2-1/2
81641|d4|b6|0-1
81642|e4|e5|0-1
81643|Nc3|e5|0-1
81644|d4|d5|1-0
81645|e4|e5|0-1
81646|d4|g6|1-0
81647|e4|e5|0-1
81648|e4|e5|1-0
81649|e4|c5|0-1
81650|e4|e5|1-0
81651|e4|d5|0-1
81652|d4|Nf6|1/2-1/2
81653|Nf3|d5|0-1
81654|d4|d5|1-0
81655|e4|e5|1-0
81656|e4|c5|0-1
81657|e4|d5|1-0
81658|d4|d5|0-1
81659|d4|d5|1-0
81660|d4|d5|1-0
81661|e4|e6|0-1
81662|c4|b6|0-1
81663|e4|d6|0-1
81664|d4|d5|0-1
81665|d4|Nf6|1-0
81666|g3|c5|1-0
81667|d4|Nf6|0-1
81668|e4|d5|1-0
81669|d4|d5|1-0
81670|e4|c5|0-1
81671|e4|e5|1-0
81672|e4|e5|1-0
81673|e4|Nc6|1-0
81674|g3|d5|1-0
81675|d4|e6|0-1
81676|e4|e5|1-0
81677|e4|d5|0-1
81678|d4|Nf6|1-0
81679|e4|e5|0-1
81680|d4|Nf6|1-0
81681|d4|g6|0-1
81682|d4|Nf6|1-0
81683|e4|e5|0-1
81684|e4|d6|0-1
81685|e4|e5|1-0
81686|e4|b6|1-0
81687|d4|Nf6|1-0
81688|d4|e6|1-0
81689|e4|e6|0-1
81690|e4|Nc6|0-1
81691|e4|e5|0-1
81692|e3|e6|0-1
81693|e4|e5|1-0
81694|e4|e5|1-0
81695|e4|e5|0-1
81696|d4|Nf6|0-1
81697|e4|e5|1-0
81698|b4|e5|0-1
81699|Nf3|Nc6|1-0
81700|e4|e5|1-0
81701|d4|e6|1-0
81702|d4|d5|1-0
81703|e3|e6|0-1
81704|e4|e5|0-1
81705|d4|g6|0-1
81706|d4|d5|1-0
81707|e4|e5|0-1
81708|e4|g6|1/2-1/2
81709|e4|g5|0-1
81710|d4|e6|1-0
81711|e4|c5|1-0
81712|d4|Nf6|1-0
81713|e4|e5|0-1
81714|Nf3|e6|1-0
81715|e4|e6|1-0
81716|e4|e5|0-1
81717|e4|e5|0-1
81718|e4|e5|0-1
81719|e4|d5|0-1
81720|e4|c5|0-1
81721|e4||0-1
81722|e4|Nf6|0-1
81723|e4|c5|0-1
81724|b3|Nf6|1-0
81725|e3|e5|0-1
81726|d4|d5|0-1
81727|e4|e5|1-0
81728|e4|c5|1-0
81729|d4|Nf6|1-0
81730|f4|d5|1-0
81731|b3|e6|0-1
81732|e3|e5|1-0
81733|e4|e5|1-0
81734|e4|e5|1-0
81735|d4|Nf6|1-0
81736|e4|e5|0-1
81737|d4|e6|1-0
81738|g3|b6|0-1
81739|e4|e6|1-0
81740|e4|e6|0-1
81741|d4|d5|0-1
81742|e4|g6|1-0
81743|e4|c6|1-0
81744|d4|g6|1-0
81745|d4|d5|0-1
81746|e4|Nf6|0-1
81747|d4|e5|0-1
81748|d4|Nf6|0-1
81749|e4|c5|1-0
81750|e4|d6|1-0
81751|e4|a6|0-1
81752|e4|d5|1-0
81753|e4|c5|1-0
81754|e3|e5|1-0
81755|d4|Nf6|1-0
81756|Nf3|Nf6|0-1
81757|e4|e5|0-1
81758|e4|c5|1-0
81759|e4|e6|0-1
81760|e4|g6|0-1
81761|e4|Nf6|0-1
81762|e4|e5|0-1
81763|e4|e5|1-0
81764|e3|c5|0-1
81765|e4|e5|1-0
81766|e4|e5|1-0
81767|e4|d5|0-1
81768|d4|d5|1-0
81769|d4|d5|0-1
81770|e3|e5|1-0
81771|d4|d5|1-0
81772|e4|e5|1-0
81773|e4|e6|0-1
81774|e4|Nf6|0-1
81775|e4|e6|0-1
81776|e3|e5|1-0
81777|d4|d5|0-1
81778|e4|e5|0-1
81779|d4|d5|1-0
81780|e4|c5|1-0
81781|g3|d5|1-0
81782|e4|e5|0-1
81783|d4|Nf6|1-0
81784|d4|Nf6|0-1
81785|d4|e6|1-0
81786|e4|c5|0-1
81787|e4|Nf6|0-1
81788|g3|a6|0-1
81789|g3|e5|1-0
81790|d4|d5|0-1
81791|d4|Nf6|1-0
81792|e3|e5|1-0
81793|e3|c5|1-0
81794|d4|d5|1-0
81795|e3|e5|0-1
81796|e4|e5|1-0
81797|e4|c5|0-1
81798|e4|e5|0-1
81799|e4|c5|1-0
81800|e4|e6|0-1
81801|d4|d5|0-1
81802|e4|e5|1-0
81803|e4|e5|1-0
81804|e3|e5|0-1
81805|e4|e5|1-0
81806|d4|e6|0-1
81807|e4|b6|0-1
81808|e4|e5|1-0
81809|d4|Nf6|1-0
81810|e4|d5|1-0
81811|c4|e6|0-1
81812|d4|e6|0-1
81813|e4|e6|1-0
81814|e4|e5|1-0
81815|d4|d5|0-1
81816|d4|d6|0-1
81817|d4|d5|1-0
81818|e4|c5|1-0
81819|Nf3|c5|0-1
81820|e4|e5|1-0
81821|g3|d5|0-1
81822|e4|e5|1-0
81823|e4|d5|0-1
81824|e4|e5|0-1
81825|e4|e5|0-1
81826|e4|e5|1-0
